	#	BMI	DM Status	Gender	Age category	Smoking status	SBP Category	Cholesterol category	Combination ID	CVD risk %	Priority
Male-Lab-DM	840	x	1	1	3	0	3	5	x113035	33	1
Male-Lab-DM	841	x	1	1	3	0	4	1	x113041	15	1
Male-Lab-DM	842	x	1	1	3	0	4	2	x113042	17	1
Male-Lab-DM	843	x	1	1	3	0	4	3	x113043	19	1
Male-Lab-DM	844	x	1	1	3	0	4	4	x113044	22	1
Male-Lab-DM	845	x	1	1	3	0	4	5	x113045	26	1
Male-Lab-DM	846	x	1	1	3	0	5	1	x113051	12	1
Male-Lab-DM	847	x	1	1	3	0	5	2	x113052	13	1
Male-Lab-DM	848	x	1	1	3	0	5	3	x113053	15	1
Male-Lab-DM	849	x	1	1	3	0	5	4	x113054	17	1
Male-Lab-DM	850	x	1	1	3	0	5	5	x113055	20	1
Male-Lab-DM	851	x	1	1	4	1	1	1	x114111	18	1
Male-Lab-DM	852	x	1	1	4	1	1	2	x114112	20	1
Male-Lab-DM	853	x	1	1	4	1	1	3	x114113	23	1
Male-Lab-DM	854	x	1	1	4	1	1	4	x114114	26	1
Male-Lab-DM	855	x	1	1	4	1	1	5	x114115	30	1
Male-Lab-DM	856	x	1	1	4	1	2	1	x114121	14	1
Male-Lab-DM	857	x	1	1	4	1	2	2	x114122	15	1
Male-Lab-DM	858	x	1	1	4	1	2	3	x114123	17	1
Male-Lab-DM	859	x	1	1	4	1	2	4	x114124	20	1
Male-Lab-DM	860	x	1	1	4	1	2	5	x114125	23	1
Male-Lab-DM	861	x	1	1	4	1	3	1	x114131	10	1
Male-Lab-DM	862	x	1	1	4	1	3	2	x114132	12	1
Male-Lab-DM	863	x	1	1	4	1	3	3	x114133	13	1
Male-Lab-DM	864	x	1	1	4	1	3	4	x114134	15	1
Male-Lab-DM	865	x	1	1	4	1	3	5	x114135	18	1
Male-Lab-DM	866	x	1	1	4	1	4	1	x114141	8	1
Male-Lab-DM	867	x	1	1	4	1	4	2	x114142	9	1
Male-Lab-DM	868	x	1	1	4	1	4	3	x114143	10	1
Male-Lab-DM	869	x	1	1	4	1	4	4	x114144	11	1
Male-Lab-DM	870	x	1	1	4	1	4	5	x114145	13	1
Male-Lab-DM	871	x	1	1	4	1	5	1	x114151	6	1
Male-Lab-DM	872	x	1	1	4	1	5	2	x114152	7	1
Male-Lab-DM	873	x	1	1	4	1	5	3	x114153	7	1
Male-Lab-DM	874	x	1	1	4	1	5	4	x114154	9	1
Male-Lab-DM	875	x	1	1	4	1	5	5	x114155	10	1
Male-Lab-DM	876	x	1	1	4	0	1	1	x114011	28	1
Male-Lab-DM	877	x	1	1	4	0	1	2	x114012	31	1
Male-Lab-DM	878	x	1	1	4	0	1	3	x114013	35	1
Male-Lab-DM	879	x	1	1	4	0	1	4	x114014	40	1
Male-Lab-DM	880	x	1	1	4	0	1	5	x114015	46	1
Male-Lab-DM	881	x	1	1	4	0	2	1	x114021	22	1
Male-Lab-DM	882	x	1	1	4	0	2	2	x114022	24	1
Male-Lab-DM	883	x	1	1	4	0	2	3	x114023	28	1
Male-Lab-DM	884	x	1	1	4	0	2	4	x114024	32	1
Male-Lab-DM	885	x	1	1	4	0	2	5	x114025	37	1
Male-Lab-DM	886	x	1	1	4	0	3	1	x114031	16	1
Male-Lab-DM	887	x	1	1	4	0	3	2	x114032	19	1
Male-Lab-DM	888	x	1	1	4	0	3	3	x114033	21	1
Male-Lab-DM	889	x	1	1	4	0	3	4	x114034	25	1
Male-Lab-DM	890	x	1	1	4	0	3	5	x114035	29	1
Male-Lab-DM	891	x	1	1	4	0	4	1	x114041	12	1
Male-Lab-DM	892	x	1	1	4	0	4	2	x114042	14	1
Male-Lab-DM	893	x	1	1	4	0	4	3	x114043	16	1
Male-Lab-DM	894	x	1	1	4	0	4	4	x114044	19	1
Male-Lab-DM	895	x	1	1	4	0	4	5	x114045	22	1
Male-Lab-DM	896	x	1	1	4	0	5	1	x114051	9	1
Male-Lab-DM	897	x	1	1	4	0	5	2	x114052	11	1
Male-Lab-DM	898	x	1	1	4	0	5	3	x114053	12	1
Male-Lab-DM	899	x	1	1	4	0	5	4	x114054	14	1
Male-Lab-DM	900	x	1	1	4	0	5	5	x114055	17	1
Male-Lab-DM	901	x	1	1	5	1	1	1	x115111	15	1
Male-Lab-DM	902	x	1	1	5	1	1	2	x115112	17	1
Male-Lab-DM	903	x	1	1	5	1	1	3	x115113	19	1
Male-Lab-DM	904	x	1	1	5	1	1	4	x115114	22	1
Male-Lab-DM	905	x	1	1	5	1	1	5	x115115	25	1
Male-Lab-DM	906	x	1	1	5	1	2	1	x115121	11	1
Male-Lab-DM	907	x	1	1	5	1	2	2	x115122	13	1
Male-Lab-DM	908	x	1	1	5	1	2	3	x115123	14	1
Male-Lab-DM	909	x	1	1	5	1	2	4	x115124	16	1
Male-Lab-DM	910	x	1	1	5	1	2	5	x115125	19	1
Male-Lab-DM	911	x	1	1	5	1	3	1	x115131	8	1
Male-Lab-DM	912	x	1	1	5	1	3	2	x115132	9	1
Male-Lab-DM	913	x	1	1	5	1	3	3	x115133	10	1
Male-Lab-DM	914	x	1	1	5	1	3	4	x115134	12	1
Male-Lab-DM	915	x	1	1	5	1	3	5	x115135	14	1
Male-Lab-DM	916	x	1	1	5	1	4	1	x115141	6	1
Male-Lab-DM	917	x	1	1	5	1	4	2	x115142	7	1
Male-Lab-DM	918	x	1	1	5	1	4	3	x115143	8	1
Male-Lab-DM	919	x	1	1	5	1	4	4	x115144	9	1
Male-Lab-DM	920	x	1	1	5	1	4	5	x115145	10	1
Male-Lab-DM	921	x	1	1	5	1	5	1	x115151	4	1
Male-Lab-DM	922	x	1	1	5	1	5	2	x115152	5	1
Male-Lab-DM	923	x	1	1	5	1	5	3	x115153	6	1
Male-Lab-DM	924	x	1	1	5	1	5	4	x115154	6	1
Male-Lab-DM	925	x	1	1	5	1	5	5	x115155	8	1
Male-Lab-DM	926	x	1	1	5	0	1	1	x115011	25	1
Male-Lab-DM	927	x	1	1	5	0	1	2	x115012	28	1
Male-Lab-DM	928	x	1	1	5	0	1	3	x115013	32	1
Male-Lab-DM	929	x	1	1	5	0	1	4	x115014	36	1
Male-Lab-DM	930	x	1	1	5	0	1	5	x115015	42	1
Male-Lab-DM	931	x	1	1	5	0	2	1	x115021	19	1
Male-Lab-DM	932	x	1	1	5	0	2	2	x115022	21	1
Male-Lab-DM	933	x	1	1	5	0	2	3	x115023	24	1
Male-Lab-DM	934	x	1	1	5	0	2	4	x115024	28	1
Male-Lab-DM	935	x	1	1	5	0	2	5	x115025	33	1
Male-Lab-DM	936	x	1	1	5	0	3	1	x115031	14	1
Male-Lab-DM	937	x	1	1	5	0	3	2	x115032	16	1
Male-Lab-DM	938	x	1	1	5	0	3	3	x115033	18	1
Male-Lab-DM	939	x	1	1	5	0	3	4	x115034	21	1
Male-Lab-DM	940	x	1	1	5	0	3	5	x115035	25	1
Male-Lab-DM	941	x	1	1	5	0	4	1	x115041	10	1
Male-Lab-DM	942	x	1	1	5	0	4	2	x115042	12	1
Male-Lab-DM	943	x	1	1	5	0	4	3	x115043	13	1
Male-Lab-DM	944	x	1	1	5	0	4	4	x115044	16	1
Male-Lab-DM	945	x	1	1	5	0	4	5	x115045	19	1
Male-Lab-DM	946	x	1	1	5	0	5	1	x115051	7	1
Male-Lab-DM	947	x	1	1	5	0	5	2	x115052	8	1
Male-Lab-DM	948	x	1	1	5	0	5	3	x115053	10	1
Male-Lab-DM	949	x	1	1	5	0	5	4	x115054	12	1
Male-Lab-DM	950	x	1	1	5	0	5	5	x115055	14	1
Male-Lab-DM	951	x	1	1	6	1	1	1	x116111	13	1
Male-Lab-DM	952	x	1	1	6	1	1	2	x116112	14	1
Male-Lab-DM	953	x	1	1	6	1	1	3	x116113	16	1
Male-Lab-DM	954	x	1	1	6	1	1	4	x116114	18	1
Male-Lab-DM	955	x	1	1	6	1	1	5	x116115	21	1
Male-Lab-DM	956	x	1	1	6	1	2	1	x116121	9	1
Male-Lab-DM	957	x	1	1	6	1	2	2	x116122	10	1
Male-Lab-DM	958	x	1	1	6	1	2	3	x116123	11	1
Male-Lab-DM	959	x	1	1	6	1	2	4	x116124	13	1
Male-Lab-DM	960	x	1	1	6	1	2	5	x116125	16	1
Male-Lab-DM	961	x	1	1	6	1	3	1	x116131	7	1
Male-Lab-DM	962	x	1	1	6	1	3	2	x116132	7	1
Male-Lab-DM	963	x	1	1	6	1	3	3	x116133	8	1
Male-Lab-DM	964	x	1	1	6	1	3	4	x116134	10	1
Male-Lab-DM	965	x	1	1	6	1	3	5	x116135	11	1
Male-Lab-DM	966	x	1	1	6	1	4	1	x116141	5	1
Male-Lab-DM	967	x	1	1	6	1	4	2	x116142	5	1
Male-Lab-DM	968	x	1	1	6	1	4	3	x116143	6	1
Male-Lab-DM	969	x	1	1	6	1	4	4	x116144	7	1
Male-Lab-DM	970	x	1	1	6	1	4	5	x116145	8	1
Male-Lab-DM	971	x	1	1	6	1	5	1	x116151	3	1
Male-Lab-DM	972	x	1	1	6	1	5	2	x116152	4	1
Male-Lab-DM	973	x	1	1	6	1	5	3	x116153	4	1
Male-Lab-DM	974	x	1	1	6	1	5	4	x116154	5	1
Male-Lab-DM	975	x	1	1	6	1	5	5	x116155	6	1
Male-Lab-DM	976	x	1	1	6	0	1	1	x116011	22	1
Male-Lab-DM	977	x	1	1	6	0	1	2	x116012	25	1
Male-Lab-DM	978	x	1	1	6	0	1	3	x116013	28	1
Male-Lab-DM	979	x	1	1	6	0	1	4	x116014	33	1
Male-Lab-DM	980	x	1	1	6	0	1	5	x116015	38	1
Male-Lab-DM	981	x	1	1	6	0	2	1	x116021	16	1
Male-Lab-DM	982	x	1	1	6	0	2	2	x116022	18	1
Male-Lab-DM	983	x	1	1	6	0	2	3	x116023	21	1
Male-Lab-DM	984	x	1	1	6	0	2	4	x116024	24	1
Male-Lab-DM	985	x	1	1	6	0	2	5	x116025	29	1
Male-Lab-DM	986	x	1	1	6	0	3	1	x116031	12	1
Male-Lab-DM	987	x	1	1	6	0	3	2	x116032	13	1
Male-Lab-DM	988	x	1	1	6	0	3	3	x116033	15	1
Male-Lab-DM	989	x	1	1	6	0	3	4	x116034	18	1
Male-Lab-DM	990	x	1	1	6	0	3	5	x116035	22	1
Male-Lab-DM	991	x	1	1	6	0	4	1	x116041	8	1
Male-Lab-DM	992	x	1	1	6	0	4	2	x116042	9	1
Male-Lab-DM	993	x	1	1	6	0	4	3	x116043	11	1
Male-Lab-DM	994	x	1	1	6	0	4	4	x116044	13	1
Male-Lab-DM	995	x	1	1	6	0	4	5	x116045	16	1
Male-Lab-DM	996	x	1	1	6	0	5	1	x116051	6	1
Male-Lab-DM	997	x	1	1	6	0	5	2	x116052	7	1
Male-Lab-DM	998	x	1	1	6	0	5	3	x116053	8	1
Male-Lab-DM	999	x	1	1	6	0	5	4	x116054	10	1
Male-Lab-DM	1000	x	1	1	6	0	5	5	x116055	12	1
Male-Lab-DM	1001	x	1	1	7	1	1	1	x117111	11	1
Male-Lab-DM	1002	x	1	1	7	1	1	2	x117112	12	1
Male-Lab-DM	1003	x	1	1	7	1	1	3	x117113	13	1
Male-Lab-DM	1004	x	1	1	7	1	1	4	x117114	15	1
Male-Lab-DM	1005	x	1	1	7	1	1	5	x117115	18	1
Male-Lab-DM	1006	x	1	1	7	1	2	1	x117121	7	1
Male-Lab-DM	1007	x	1	1	7	1	2	2	x117122	8	1
Male-Lab-DM	1008	x	1	1	7	1	2	3	x117123	9	1
Male-Lab-DM	1009	x	1	1	7	1	2	4	x117124	11	1
Male-Lab-DM	1010	x	1	1	7	1	2	5	x117125	13	1
Male-Lab-DM	1011	x	1	1	7	1	3	1	x117131	5	1
Male-Lab-DM	1012	x	1	1	7	1	3	2	x117132	6	1
Male-Lab-DM	1013	x	1	1	7	1	3	3	x117133	6	1
Male-Lab-DM	1014	x	1	1	7	1	3	4	x117134	8	1
Male-Lab-DM	1015	x	1	1	7	1	3	5	x117135	9	1
Male-Lab-DM	1016	x	1	1	7	1	4	1	x117141	4	1
Male-Lab-DM	1017	x	1	1	7	1	4	2	x117142	4	1
Male-Lab-DM	1018	x	1	1	7	1	4	3	x117143	4	1
Male-Lab-DM	1019	x	1	1	7	1	4	4	x117144	5	1
Male-Lab-DM	1020	x	1	1	7	1	4	5	x117145	6	1
Male-Lab-DM	1021	x	1	1	7	1	5	1	x117151	2	1
Male-Lab-DM	1022	x	1	1	7	1	5	2	x117152	3	1
Male-Lab-DM	1023	x	1	1	7	1	5	3	x117153	3	1
Male-Lab-DM	1024	x	1	1	7	1	5	4	x117154	4	1
Male-Lab-DM	1025	x	1	1	7	1	5	5	x117155	4	1
Male-Lab-DM	1026	x	1	1	7	0	1	1	x117011	19	1
Male-Lab-DM	1027	x	1	1	7	0	1	2	x117012	22	1
Male-Lab-DM	1028	x	1	1	7	0	1	3	x117013	25	1
Male-Lab-DM	1029	x	1	1	7	0	1	4	x117014	29	1
Male-Lab-DM	1030	x	1	1	7	0	1	5	x117015	35	1
Male-Lab-DM	1031	x	1	1	7	0	2	1	x117021	14	1
Male-Lab-DM	1032	x	1	1	7	0	2	2	x117022	16	1
Male-Lab-DM	1033	x	1	1	7	0	2	3	x117023	18	1
Male-Lab-DM	1034	x	1	1	7	0	2	4	x117024	21	1
Male-Lab-DM	1035	x	1	1	7	0	2	5	x117025	26	1
Male-Lab-DM	1036	x	1	1	7	0	3	1	x117031	10	1
Male-Lab-DM	1037	x	1	1	7	0	3	2	x117032	11	1
Male-Lab-DM	1038	x	1	1	7	0	3	3	x117033	13	1
Male-Lab-DM	1039	x	1	1	7	0	3	4	x117034	15	1
Male-Lab-DM	1040	x	1	1	7	0	3	5	x117035	19	1
Male-Lab-DM	1041	x	1	1	7	0	4	1	x117041	7	1
Male-Lab-DM	1042	x	1	1	7	0	4	2	x117042	8	1
Male-Lab-DM	1043	x	1	1	7	0	4	3	x117043	9	1
Male-Lab-DM	1044	x	1	1	7	0	4	4	x117044	11	1
Male-Lab-DM	1045	x	1	1	7	0	4	5	x117045	14	1
Male-Lab-DM	1046	x	1	1	7	0	5	1	x117051	5	1
Male-Lab-DM	1047	x	1	1	7	0	5	2	x117052	5	1
Male-Lab-DM	1048	x	1	1	7	0	5	3	x117053	6	1
Male-Lab-DM	1049	x	1	1	7	0	5	4	x117054	8	1
Male-Lab-DM	1050	x	1	1	7	0	5	5	x117055	10	1
Female-Lab-DM	1051	x	1	0	1	1	1	1	x101111	28	1
Female-Lab-DM	1052	x	1	0	1	1	1	2	x101112	29	1
Female-Lab-DM	1053	x	1	0	1	1	1	3	x101113	30	1
Female-Lab-DM	1054	x	1	0	1	1	1	4	x101114	32	1
Female-Lab-DM	1055	x	1	0	1	1	1	5	x101115	33	1
Female-Lab-DM	1056	x	1	0	1	1	2	1	x101121	23	1
Female-Lab-DM	1057	x	1	0	1	1	2	2	x101122	25	1
Female-Lab-DM	1058	x	1	0	1	1	2	3	x101123	26	1
Female-Lab-DM	1059	x	1	0	1	1	2	4	x101124	27	1
Female-Lab-DM	1060	x	1	0	1	1	2	5	x101125	28	1
Female-Lab-DM	1061	x	1	0	1	1	3	1	x101131	20	1
Female-Lab-DM	1062	x	1	0	1	1	3	2	x101132	21	1
Female-Lab-DM	1063	x	1	0	1	1	3	3	x101133	22	1
Female-Lab-DM	1064	x	1	0	1	1	3	4	x101134	23	1
Female-Lab-DM	1065	x	1	0	1	1	3	5	x101135	24	1
Female-Lab-DM	1066	x	1	0	1	1	4	1	x101141	17	1
Female-Lab-DM	1067	x	1	0	1	1	4	2	x101142	17	1
Female-Lab-DM	1068	x	1	0	1	1	4	3	x101143	18	1
Female-Lab-DM	1069	x	1	0	1	1	4	4	x101144	19	1
Female-Lab-DM	1070	x	1	0	1	1	4	5	x101145	20	1
Female-Lab-DM	1071	x	1	0	1	1	5	1	x101151	14	1
Female-Lab-DM	1072	x	1	0	1	1	5	2	x101152	15	1
Female-Lab-DM	1073	x	1	0	1	1	5	3	x101153	15	1
Female-Lab-DM	1074	x	1	0	1	1	5	4	x101154	16	1
Female-Lab-DM	1075	x	1	0	1	1	5	5	x101155	17	1
Female-Lab-DM	1076	x	1	0	1	0	1	1	x101011	38	1
Female-Lab-DM	1077	x	1	0	1	0	1	2	x101012	40	1
Female-Lab-DM	1078	x	1	0	1	0	1	3	x101013	42	1
Female-Lab-DM	1079	x	1	0	1	0	1	4	x101014	44	1
Female-Lab-DM	1080	x	1	0	1	0	1	5	x101015	46	1
Female-Lab-DM	1081	x	1	0	1	0	2	1	x101021	33	1
Female-Lab-DM	1082	x	1	0	1	0	2	2	x101022	34	1
Female-Lab-DM	1083	x	1	0	1	0	2	3	x101023	36	1
Female-Lab-DM	1084	x	1	0	1	0	2	4	x101024	38	1
Female-Lab-DM	1085	x	1	0	1	0	2	5	x101025	40	1
Female-Lab-DM	1086	x	1	0	1	0	3	1	x101031	28	1
Female-Lab-DM	1087	x	1	0	1	0	3	2	x101032	29	1
Female-Lab-DM	1088	x	1	0	1	0	3	3	x101033	31	1
Female-Lab-DM	1089	x	1	0	1	0	3	4	x101034	32	1
Female-Lab-DM	1090	x	1	0	1	0	3	5	x101035	34	1
Female-Lab-DM	1091	x	1	0	1	0	4	1	x101041	23	1
Female-Lab-DM	1092	x	1	0	1	0	4	2	x101042	25	1
Female-Lab-DM	1093	x	1	0	1	0	4	3	x101043	26	1
Female-Lab-DM	1094	x	1	0	1	0	4	4	x101044	27	1
Female-Lab-DM	1095	x	1	0	1	0	4	5	x101045	29	1
Female-Lab-DM	1096	x	1	0	1	0	5	1	x101051	20	1
Female-Lab-DM	1097	x	1	0	1	0	5	2	x101052	21	1
Female-Lab-DM	1098	x	1	0	1	0	5	3	x101053	22	1
Female-Lab-DM	1099	x	1	0	1	0	5	4	x101054	23	1
Female-Lab-DM	1100	x	1	0	1	0	5	5	x101055	24	1
Female-Lab-DM	1101	x	1	0	2	1	1	1	x102111	23	1
Female-Lab-DM	1102	x	1	0	2	1	1	2	x102112	24	1
Female-Lab-DM	1103	x	1	0	2	1	1	3	x102113	25	1
Female-Lab-DM	1104	x	1	0	2	1	1	4	x102114	27	1
Female-Lab-DM	1105	x	1	0	2	1	1	5	x102115	28	1
Female-Lab-DM	1106	x	1	0	2	1	2	1	x102121	19	1
Female-Lab-DM	1107	x	1	0	2	1	2	2	x102122	20	1
Female-Lab-DM	1108	x	1	0	2	1	2	3	x102123	21	1
Female-Lab-DM	1109	x	1	0	2	1	2	4	x102124	22	1
Female-Lab-DM	1110	x	1	0	2	1	2	5	x102125	24	1
Female-Lab-DM	1111	x	1	0	2	1	3	1	x102131	15	1
Female-Lab-DM	1112	x	1	0	2	1	3	2	x102132	16	1
Female-Lab-DM	1113	x	1	0	2	1	3	3	x102133	17	1
Female-Lab-DM	1114	x	1	0	2	1	3	4	x102134	18	1
Female-Lab-DM	1115	x	1	0	2	1	3	5	x102135	19	1
Female-Lab-DM	1116	x	1	0	2	1	4	1	x102141	13	1
Female-Lab-DM	1117	x	1	0	2	1	4	2	x102142	13	1
Female-Lab-DM	1118	x	1	0	2	1	4	3	x102143	14	1
Female-Lab-DM	1119	x	1	0	2	1	4	4	x102144	15	1
Female-Lab-DM	1120	x	1	0	2	1	4	5	x102145	16	1
Female-Lab-DM	1121	x	1	0	2	1	5	1	x102151	10	1
Female-Lab-DM	1122	x	1	0	2	1	5	2	x102152	11	1
Female-Lab-DM	1123	x	1	0	2	1	5	3	x102153	12	1
Female-Lab-DM	1124	x	1	0	2	1	5	4	x102154	12	1
Female-Lab-DM	1125	x	1	0	2	1	5	5	x102155	13	1
Female-Lab-DM	1126	x	1	0	2	0	1	1	x102011	34	1
Female-Lab-DM	1127	x	1	0	2	0	1	2	x102012	36	1
Female-Lab-DM	1128	x	1	0	2	0	1	3	x102013	38	1
Female-Lab-DM	1129	x	1	0	2	0	1	4	x102014	40	1
Female-Lab-DM	1130	x	1	0	2	0	1	5	x102015	43	1
Female-Lab-DM	1131	x	1	0	2	0	2	1	x102021	28	1
Female-Lab-DM	1132	x	1	0	2	0	2	2	x102022	30	1
Female-Lab-DM	1133	x	1	0	2	0	2	3	x102023	32	1
Female-Lab-DM	1134	x	1	0	2	0	2	4	x102024	34	1
Female-Lab-DM	1135	x	1	0	2	0	2	5	x102025	36	1
Female-Lab-DM	1136	x	1	0	2	0	3	1	x102031	24	1
Female-Lab-DM	1137	x	1	0	2	0	3	2	x102032	25	1
Female-Lab-DM	1138	x	1	0	2	0	3	3	x102033	27	1
Female-Lab-DM	1139	x	1	0	2	0	3	4	x102034	28	1
Female-Lab-DM	1140	x	1	0	2	0	3	5	x102035	30	1
Female-Lab-DM	1141	x	1	0	2	0	4	1	x102041	20	1
Female-Lab-DM	1142	x	1	0	2	0	4	2	x102042	21	1
Female-Lab-DM	1143	x	1	0	2	0	4	3	x102043	22	1
Female-Lab-DM	1144	x	1	0	2	0	4	4	x102044	24	1
Female-Lab-DM	1145	x	1	0	2	0	4	5	x102045	25	1
Female-Lab-DM	1146	x	1	0	2	0	5	1	x102051	16	1
Female-Lab-DM	1147	x	1	0	2	0	5	2	x102052	17	1
Female-Lab-DM	1148	x	1	0	2	0	5	3	x102053	18	1
Female-Lab-DM	1149	x	1	0	2	0	5	4	x102054	19	1
Female-Lab-DM	1150	x	1	0	2	0	5	5	x102055	21	1
Female-Lab-DM	1151	x	1	0	3	1	1	1	x103111	19	1
Female-Lab-DM	1152	x	1	0	3	1	1	2	x103112	20	1
Female-Lab-DM	1153	x	1	0	3	1	1	3	x103113	21	1
Female-Lab-DM	1154	x	1	0	3	1	1	4	x103114	22	1
Female-Lab-DM	1155	x	1	0	3	1	1	5	x103115	24	1
Female-Lab-DM	1156	x	1	0	3	1	2	1	x103121	15	1
Female-Lab-DM	1157	x	1	0	3	1	2	2	x103122	16	1
Female-Lab-DM	1158	x	1	0	3	1	2	3	x103123	17	1
Female-Lab-DM	1159	x	1	0	3	1	2	4	x103124	18	1
Female-Lab-DM	1160	x	1	0	3	1	2	5	x103125	20	1
Female-Lab-DM	1161	x	1	0	3	1	3	1	x103131	12	1
Female-Lab-DM	1162	x	1	0	3	1	3	2	x103132	13	1
Female-Lab-DM	1163	x	1	0	3	1	3	3	x103133	14	1
Female-Lab-DM	1164	x	1	0	3	1	3	4	x103134	15	1
Female-Lab-DM	1165	x	1	0	3	1	3	5	x103135	16	1
Female-Lab-DM	1166	x	1	0	3	1	4	1	x103141	10	1
Female-Lab-DM	1167	x	1	0	3	1	4	2	x103142	10	1
Female-Lab-DM	1168	x	1	0	3	1	4	3	x103143	11	1
Female-Lab-DM	1169	x	1	0	3	1	4	4	x103144	12	1
Female-Lab-DM	1170	x	1	0	3	1	4	5	x103145	13	1
Female-Lab-DM	1171	x	1	0	3	1	5	1	x103151	8	1
Female-Lab-DM	1172	x	1	0	3	1	5	2	x103152	8	1
Female-Lab-DM	1173	x	1	0	3	1	5	3	x103153	9	1
Female-Lab-DM	1174	x	1	0	3	1	5	4	x103154	9	1
Female-Lab-DM	1175	x	1	0	3	1	5	5	x103155	10	1
Female-Lab-DM	1176	x	1	0	3	0	1	1	x103011	30	1
Female-Lab-DM	1177	x	1	0	3	0	1	2	x103012	32	1
Female-Lab-DM	1178	x	1	0	3	0	1	3	x103013	34	1
Female-Lab-DM	1179	x	1	0	3	0	1	4	x103014	37	1
Female-Lab-DM	1180	x	1	0	3	0	1	5	x103015	40	1
Female-Lab-DM	1181	x	1	0	3	0	2	1	x103021	25	1
Female-Lab-DM	1182	x	1	0	3	0	2	2	x103022	26	1
Female-Lab-DM	1183	x	1	0	3	0	2	3	x103023	28	1
Female-Lab-DM	1184	x	1	0	3	0	2	4	x103024	31	1
Female-Lab-DM	1185	x	1	0	3	0	2	5	x103025	33	1
Female-Lab-DM	1186	x	1	0	3	0	3	1	x103031	20	1
Female-Lab-DM	1187	x	1	0	3	0	3	2	x103032	21	1
Female-Lab-DM	1188	x	1	0	3	0	3	3	x103033	23	1
Female-Lab-DM	1189	x	1	0	3	0	3	4	x103034	25	1
Female-Lab-DM	1190	x	1	0	3	0	3	5	x103035	27	1
Female-Lab-DM	1191	x	1	0	3	0	4	1	x103041	16	1
Female-Lab-DM	1192	x	1	0	3	0	4	2	x103042	17	1
Female-Lab-DM	1193	x	1	0	3	0	4	3	x103043	19	1
Female-Lab-DM	1194	x	1	0	3	0	4	4	x103044	20	1
Female-Lab-DM	1195	x	1	0	3	0	4	5	x103045	22	1
Female-Lab-DM	1196	x	1	0	3	0	5	1	x103051	13	1
Female-Lab-DM	1197	x	1	0	3	0	5	2	x103052	14	1
Female-Lab-DM	1198	x	1	0	3	0	5	3	x103053	15	1
Female-Lab-DM	1199	x	1	0	3	0	5	4	x103054	16	1
Female-Lab-DM	1200	x	1	0	3	0	5	5	x103055	18	1
Female-Lab-DM	1201	x	1	0	4	1	1	1	x104111	15	1
Female-Lab-DM	1202	x	1	0	4	1	1	2	x104112	16	1
Female-Lab-DM	1203	x	1	0	4	1	1	3	x104113	17	1
Female-Lab-DM	1204	x	1	0	4	1	1	4	x104114	19	1
Female-Lab-DM	1205	x	1	0	4	1	1	5	x104115	20	1
Female-Lab-DM	1206	x	1	0	4	1	2	1	x104121	12	1
Female-Lab-DM	1207	x	1	0	4	1	2	2	x104122	13	1
Female-Lab-DM	1208	x	1	0	4	1	2	3	x104123	14	1
Female-Lab-DM	1209	x	1	0	4	1	2	4	x104124	15	1
Female-Lab-DM	1210	x	1	0	4	1	2	5	x104125	16	1
Female-Lab-DM	1211	x	1	0	4	1	3	1	x104131	9	1
Female-Lab-DM	1212	x	1	0	4	1	3	2	x104132	10	1
Female-Lab-DM	1213	x	1	0	4	1	3	3	x104133	11	1
Female-Lab-DM	1214	x	1	0	4	1	3	4	x104134	12	1
Female-Lab-DM	1215	x	1	0	4	1	3	5	x104135	1	1
Female-Lab-DM	1216	x	1	0	4	1	4	1	x104141	7	1
Female-Lab-DM	1217	x	1	0	4	1	4	2	x104142	8	1
Female-Lab-DM	1218	x	1	0	4	1	4	3	x104143	8	1
Female-Lab-DM	1219	x	1	0	4	1	4	4	x104144	9	1
Female-Lab-DM	1220	x	1	0	4	1	4	5	x104145	10	1
Female-Lab-DM	1221	x	1	0	4	1	5	1	x104151	6	1
Female-Lab-DM	1222	x	1	0	4	1	5	2	x104152	6	1
Female-Lab-DM	1223	x	1	0	4	1	5	3	x104153	7	1
Female-Lab-DM	1224	x	1	0	4	1	5	4	x104154	7	1
Female-Lab-DM	1225	x	1	0	4	1	5	5	x104155	8	1
Female-Lab-DM	1226	x	1	0	4	0	1	1	x104011	27	1
Female-Lab-DM	1227	x	1	0	4	0	1	2	x104012	29	1
Female-Lab-DM	1228	x	1	0	4	0	1	3	x104013	31	1
Female-Lab-DM	1229	x	1	0	4	0	1	4	x104014	34	1
Female-Lab-DM	1230	x	1	0	4	0	1	5	x104015	37	1
Female-Lab-DM	1231	x	1	0	4	0	2	1	x104021	21	1
Female-Lab-DM	1232	x	1	0	4	0	2	2	x104022	23	1
Female-Lab-DM	1233	x	1	0	4	0	2	3	x104023	25	1
Female-Lab-DM	1234	x	1	0	4	0	2	4	x104024	27	1
Female-Lab-DM	1235	x	1	0	4	0	2	5	x104025	30	1
Female-Lab-DM	1236	x	1	0	4	0	3	1	x104031	17	1
Female-Lab-DM	1237	x	1	0	4	0	3	2	x104032	18	1
Female-Lab-DM	1238	x	1	0	4	0	3	3	x104033	20	1
Female-Lab-DM	1239	x	1	0	4	0	3	4	x104034	22	1
Female-Lab-DM	1240	x	1	0	4	0	3	5	x104035	24	1
Female-Lab-DM	1241	x	1	0	4	0	4	1	x104041	13	1
